Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12064,Dragon Slayer: The Legend of Heroes,SNES,1992,Role-Playing,Epoch,0,0,0.07,0,0.07
12528,Syndicate,PC,1992,Strategy,Electronic Arts,0,0.05,0,0.01,0.06
12702,Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,1992,Fighting,Konami Digital Entertainment,0,0,0.06,0,0.06
13527,Sonic the Hedgehog 2 (8-bit),GG,1992,Platform,Sega,0,0,0.04,0,0.04
14602,Doom,PC,1992,Shooter,id Software,0.02,0,0,0,0.03
16076,Empire Deluxe,PC,1992,Strategy,New World Computing,0.01,0,0,0,0.01
58,Super Mario All-Stars,SNES,1993,Platform,Nintendo,5.99,2.15,2.12,0.29,10.55
473,Star Fox,SNES,1993,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99
851,Super Street Fighter II,SNES,1993,Fighting,Nintendo,0.52,0.16,1.29,0.03,2
889,Mortal Kombat II,SNES,1993,Fighting,Acclaim Entertainment,1.48,0.39,0,0.06,1.93
950,Secret of Mana,SNES,1993,Role-Playing,SquareSoft,0.25,0.07,1.49,0.02,1.83
1011,Disney's Aladdin,SNES,1993,Platform,Capcom,0.94,0.34,0.21,0.27,1.75
1012,Kirby's Adventure,NES,1993,Platform,Nintendo,0.79,0.14,0.8,0.02,1.75
1056,Super Puyo Puyo,SNES,1993,Puzzle,Banpresto,0,0,1.69,0.01,1.7
1263,Sonic CD,SCD,1993,Platform,Sega,1,0.36,0.09,0.05,1.5
1327,Dragon Ball Z,SNES,1993,Fighting,Namco Bandai Games,0,0,1.45,0,1.45
1676,Dragon Ball Z: La Legende Saien,SNES,1993,Fighting,Namco Bandai Games,0,0,1.2,0,1.2
1731,Romancing SaGa 2,SNES,1993,Role-Playing,SquareSoft,0,0,1.17,0,1.17
1753,Mega Man X,SNES,1993,Platform,Capcom,0.57,0.08,0.5,0.01,1.16
1779,Dragon Quest I & II,SNES,1993,Role-Playing,Enix Corporation,0,0,1.15,0,1.15
2035,Final Fight 2,SNES,1993,Action,Capcom,0.39,0.12,0.49,0.02,1.02
2113,Tetris 2,NES,1993,Puzzle,Nintendo,0.62,0.13,0.21,0.02,0.98
2594,Capcom's Soccer Shootout,SNES,1993,Sports,Nintendo,0,0,0.8,0,0.8
2653,Torneko no Daibouken: Fushigi no Dungeon,SNES,1993,Role-Playing,ChunSoft,0,0,0.78,0,0.78
2797,Dragon Ball Z: Ultime Menace,SNES,1993,Fighting,Namco Bandai Games,0,0,0.73,0,0.73
2958,J-League Soccer: Prime Goal,SNES,1993,Sports,Namco Bandai Games,0,0,0.69,0,0.69
3238,Nobunaga no Yabou: Haouden,SNES,1993,Strategy,Tecmo Koei,0.3,0,0.32,0,0.62
3593,Mega Man X2,SNES,1993,Platform,Laguna,0.09,0.02,0.45,0,0.56
3782,Virtual Soccer,SNES,1993,Sports,Hudson Soft,0,0,0.53,0,0.53
3784,Winning Post,SNES,1993,Sports,Tecmo Koei,0,0,0.53,0,0.53
3846,Mega Man 6,NES,1993,Platform,Capcom,0.28,0.07,0.16,0.01,0.52
4043,Mario & Wario,SNES,1993,Puzzle,Nintendo,0,0,0.49,0,0.49
4244,Crayon Shin-Chan: Arashi o Yobu Enji,SNES,1993,Platform,Namco Bandai Games,0,0,0.46,0,0.46
4365,Fatal Fury 2,SNES,1993,Fighting,Takara,0,0,0.45,0,0.45
5176,Yuu Yuu Hakusho,SNES,1993,Fighting,Namco Bandai Games,0,0,0.36,0,0.36
5206,Jurassic Park,NES,1993,Action,Ocean,0.25,0.1,0,0.01,0.36
5293,Stunt Race FX,SNES,1993,Racing,Nintendo,0,0,0.35,0,0.35
5668,Shin Momotarou Densetsu,SNES,1993,Role-Playing,Hudson Soft,0,0,0.32,0,0.32
5801,Ganbare Goemon 2: Kiteretsu Shougun Magginesu,SNES,1993,Platform,Konami Digital Entertainment,0,0,0.31,0,0.31
6308,Bishoujo Senshi Sailormoon R,SNES,1993,Fighting,Namco Bandai Games,0,0,0.27,0,0.27
7303,Sailor Moon,SNES,1993,Action,Namco Bandai Games,0,0,0.22,0,0.22
7771,Jissen Pachi-Slot Hisshouhou,SNES,1993,Misc,Sammy Corporation,0,0,0.19,0,0.19
7912,Shining Force II,GEN,1993,Strategy,Sega,0,0,0.19,0,0.19
7931,Thoroughbred Breeder,SNES,1993,Simulation,Hect,0,0,0.19,0,0.19
8069,Mega Man Soccer,SNES,1993,Sports,Capcom,0.04,0.01,0.13,0,0.18
8426,Super Power League,SNES,1993,Sports,Hudson Soft,0,0,0.17,0,0.17
8910,Super Street Fighter II,GEN,1993,Fighting,Capcom,0,0,0.15,0,0.15
9198,The King of Fighters '94 (CD),NG,1993,Fighting,SNK,0,0,0.14,0,0.14
9463,Illusion of Gaia,SNES,1993,Role-Playing,Nintendo,0,0,0.13,0,0.13
9931,Harukanaru Augusta 2: Masters,SNES,1993,Sports,T&E Soft,0,0,0.12,0,0.12
10261,Classic Road,SNES,1993,Sports,Victor Interactive,0,0,0.11,0,0.11
10333,Ranma 1/2: Akanekodan Teki Hihou,SNES,1993,Role-Playing,TOHO,0,0,0.11,0,0.11
11129,Lethal Enforcers,SNES,1993,Shooter,Konami Digital Entertainment,0,0,0.09,0,0.09
11953,Ecco: The Tides of Time,GEN,1993,Adventure,Sega,0,0,0.07,0,0.07
12067,Street Fighter II': Special Champion Edition (JP weekly sales),GEN,1993,Action,Capcom,0,0,0.07,0,0.07
12086,Samurai Shodown,NG,1993,Fighting,SNK,0,0,0.07,0,0.07
12111,Ninja Warriors,SNES,1993,Action,Titus,0,0,0.07,0,0.07
12233,Streets of Rage 3,GEN,1993,Action,Sega,0,0,0.07,0,0.07
12291,Super Mahjong 2: Honkaku 4Jin Uchi,SNES,1993,Misc,Imax,0,0,0.06,0,0.06
12654,Pop'n TwinBee: Rainbow Bell Adventure,SNES,1993,Platform,Konami Digital Entertainment,0,0,0.06,0,0.06
12929,Doraemon 2: Nobita no Toizurando Daibouken,SNES,1993,Role-Playing,Epoch,0,0,0.05,0,0.05
12947,Dynamite Headdy,GEN,1993,Platform,Sega,0,0,0.05,0,0.05
12958,Pachinko Wars II,SNES,1993,Misc,Coconuts Japan,0,0,0.05,0,0.05
13149,Keiba Eight Special,SNES,1993,Sports,Misawa,0,0,0.05,0,0.05
13313,Beyond Oasis,GEN,1993,Role-Playing,Sega,0,0,0.05,0,0.05
16108,Rock N' Roll Racing,SNES,1993,Racing,Interplay,0,0,0.01,0,0.01
72,Donkey Kong Country,SNES,1994,Platform,Nintendo,4.36,1.71,3,0.23,9.3
185,Super Mario Land 3: Wario Land,GB,1994,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19
306,Donkey Kong Land,GB,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91
354,Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,2.05,1.4,0,0.16,3.61
390,Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,0.86,0,2.55,0.02,3.42
456,Donkey Kong,GB,1994,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07
522,Myst,PC,1994,Adventure,Red Orb,0.02,2.79,0,0,2.81
655,Monopoly,PC,1994,Misc,Hasbro Interactive,1.49,0.81,0,0.1,2.39
808,Warcraft: Orcs & Humans,PC,1994,Strategy,Activision,0.89,1.08,0,0.11,2.08
876,Star Wars: Dark Forces,PC,1994,Shooter,LucasArts,1.09,0.77,0,0.09,1.95
954,Sonic & Knuckles,GEN,1994,Platform,Sega,1.24,0.43,0.03,0.12,1.82
970,Disney's The Lion King,SNES,1994,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79
993,Sonic the Hedgehog 3,GEN,1994,Platform,Sega,1.02,0.47,0.2,0.07,1.76
1223,Mortal Kombat 3,SNES,1994,Fighting,Acclaim Entertainment,1.19,0.29,0,0.05,1.53
1362,Super Metroid,SNES,1994,Action,Nintendo,0.57,0.12,0.71,0.02,1.42
1374,Disney's The Lion King,GEN,1994,Platform,Virgin Interactive,0.97,0.37,0.03,0.05,1.41
1395,NBA Jam,SNES,1994,Sports,Acclaim Entertainment,1.19,0.16,0,0.03,1.39
1460,Mortal Kombat 3,GEN,1994,Fighting,Acclaim Entertainment,1.03,0.27,0,0.04,1.34
1569,Battle Arena Toshinden,PS,1994,Fighting,Sony Computer Entertainment,0.39,0.26,0.53,0.08,1.27
1843,NBA Jam Tournament Edition,GEN,1994,Sports,Acclaim Entertainment,0.95,0.14,0,0.03,1.11
1925,Virtua Fighter,SAT,1994,Fighting,Sega,0.17,0.12,0.77,0.02,1.07
2291,Super Momotarou Dentetsu III,SNES,1994,Simulation,Hudson Soft,0,0,0.91,0,0.91
2381,Derby Stallion II,SNES,1994,Sports,ASCII Entertainment,0,0,0.87,0,0.87
2536,Kamaitachi no Yoru,SNES,1994,Adventure,ChunSoft,0,0,0.81,0,0.81
2539,Super Bomberman 2,SNES,1994,Puzzle,Hudson Soft,0,0,0.81,0,0.81
2552,EarthBound,SNES,1994,Role-Playing,Nintendo,0,0,0.81,0,0.81
2603,Ridge Racer,PS,1994,Racing,Sony Computer Entertainment,0,0,0.74,0.05,0.79
2636,Doom,PS,1994,Shooter,Infogrames,0.43,0.3,0,0.05,0.78
2908,Super Bomberman 3,SNES,1994,Puzzle,Hudson Soft,0,0,0.7,0,0.7
2940,Fire Emblem: Monsh? no Nazo,SNES,1994,Role-Playing,Nintendo,0,0,0.7,0,0.7
3437,Kirby's Dream Course,SNES,1994,Sports,Nintendo,0,0,0.59,0,0.59
3507,Theme Park,PS,1994,Simulation,Electronic Arts,0.24,0.16,0.13,0.04,0.57
3611,Fatal Fury Special,SNES,1994,Fighting,Takara,0,0,0.56,0,0.56
3638,Daytona USA,SAT,1994,Racing,Sega,0,0,0.55,0,0.55
3783,Romance of the Three Kingdoms IV: Wall of Fire,SNES,1994,Strategy,Tecmo Koei,0,0,0.53,0,0.53
3814,J-League Soccer: Prime Goal 2,SNES,1994,Sports,Namco Bandai Games,0,0,0.53,0,0.53
4295,Space Invaders,SNES,1994,Shooter,Taito,0,0,0.46,0,0.46
4390,NHL FaceOff,PS,1994,Sports,Sony Computer Entertainment,0.25,0.17,0,0.03,0.45
4524,Wonder Project J: Kikai no Shonen Pino,SNES,1994,Simulation,Enix Corporation,0,0,0.43,0,0.43
4769,Jikkyou Powerful Pro Yakuu '94,SNES,1994,Sports,Konami Digital Entertainment,0,0,0.41,0,0.41
4817,Samurai Shodown,SNES,1994,Fighting,Takara,0,0,0.4,0,0.4
4962,Super Famista 3,SNES,1994,Sports,Namco Bandai Games,0,0,0.39,0,0.39
5016,ESPN Extreme Games,PS,1994,Sports,Sony Computer Entertainment,0.11,0.08,0.17,0.03,0.38
5103,Kileak: The DNA Imperative,PS,1994,Shooter,Sony Computer Entertainment,0.08,0.06,0.21,0.02,0.37
5117,Super Formation Soccer 94,SNES,1994,Sports,Human Entertainment,0,0,0.37,0,0.37
5144,Super Robot Taisen EX,SNES,1994,Strategy,Banpresto,0,0,0.37,0,0.37
5149,Shin Megami Tensei II,SNES,1994,Role-Playing,Atlus,0,0,0.37,0,0.37
5168,Zero4 Champ RR,SNES,1994,Sports,Media Rings,0,0,0.36,0,0.36
5175,Super Fire ProWrestling Special,SNES,1994,Fighting,Human Entertainment,0,0,0.36,0,0.36
5219,Breath of Fire II,SNES,1994,Role-Playing,Laguna,0,0,0.36,0,0.36
5254,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,1994,Platform,Konami Digital Entertainment,0,0,0.36,0,0.36
5496,Super Power League 2,SNES,1994,Sports,Hudson Soft,0,0,0.33,0,0.33
5535,Parodius,PS,1994,Shooter,Konami Digital Entertainment,0,0,0.31,0.02,0.33
5674,Live A Live,SNES,1994,Role-Playing,SquareSoft,0,0,0.32,0,0.32
5819,Yuu Yuu Hakusho 2: Kakutou no Sho,SNES,1994,Fighting,Namco Bandai Games,0,0,0.31,0,0.31
5870,Decathlete,SAT,1994,Sports,Sega,0,0,0.3,0,0.3
5883,Daikaijyuu Monogatari,SNES,1994,Role-Playing,Hudson Soft,0,0,0.3,0,0.3
6004,Itadaki Street 2: Neon Sign wa Bara Iro ni,SNES,1994,Misc,Enix Corporation,0,0,0.29,0,0.29
6119,International Superstar Soccer,SNES,1994,Sports,Konami Digital Entertainment,0,0,0.28,0,0.28
6231,SimCity 2000,SAT,1994,Simulation,Sega,0,0,0.28,0,0.28
6310,Slam Dunk: Yonkyo Taiketsu!!,SNES,1994,Sports,Namco Bandai Games,0,0,0.27,0,0.27
6370,Thoroughbred Breeder II,SNES,1994,Simulation,Hect,0,0,0.27,0,0.27
6475,Virtua Racing,GEN,1994,Racing,Sega,0,0,0.26,0,0.26
6633,Galactic Attack,SAT,1994,Shooter,Acclaim Entertainment,0,0,0.25,0,0.25
6643,A. IV Evolution: A Ressha de Ikou 4,PS,1994,Strategy,ArtDink,0,0,0.24,0.02,0.25
6683,Samurai Shodown II,NG,1994,Fighting,SNK,0,0,0.25,0,0.25
7047,The King of Fighters '95 (CD),NG,1994,Fighting,SNK,0,0,0.23,0,0.23
7537,Drift King Shutokou Battle '94,SNES,1994,Racing,BPS,0,0,0.2,0,0.2
7555,Samurai Spirits (CD),NG,1994,Fighting,SNK,0,0,0.2,0,0.2
7649,Wing Arms,SAT,1994,Shooter,Sega,0,0,0.2,0,0.2
7949,ThunderStrike 2,PS,1994,Simulation,Core Design Ltd.,0.1,0.07,0,0.01,0.19
7964,SD Gundam GX,SNES,1994,Strategy,Namco Bandai Games,0,0,0.19,0,0.19
8102,Gokujou Parodius,SNES,1994,Shooter,Konami Digital Entertainment,0,0,0.18,0,0.18
8126,F1 Challenge,SAT,1994,Racing,Sega,0,0,0.18,0,0.18
8641,Saturday Night Slam Masters,SNES,1994,Fighting,Capcom,0,0,0.16,0,0.16
9006,"Lunar 2: Eternal Blue(sales, but wrong system)",GEN,1994,Role-Playing,Game Arts,0,0,0.14,0,0.14
9016,Shining Force CD,SCD,1994,Strategy,Sega,0,0,0.14,0,0.14
9719,The King of Fighters '94,NG,1994,Fighting,SNK,0,0,0.12,0,0.12
9846,Slayers,SNES,1994,Role-Playing,Banpresto,0,0,0.12,0,0.12
9901,Battle Arena Toshinden Remix,SAT,1994,Fighting,Sega,0,0,0.12,0,0.12
9921,Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,SNES,1994,Fighting,Angel Studios,0,0,0.12,0,0.12
9987,Center Ring Boxing,SAT,1994,Fighting,JVC,0,0,0.12,0,0.12
10038,Primal Rage,PS,1994,Fighting,Time Warner Interactive,0.06,0.04,0,0.01,0.11
10091,Jikkyou Powerful Pro Yakyuu '95,PS,1994,Sports,Konami Digital Entertainment,0,0,0.11,0.01,0.11
10311,Final Fantasy I & II,NES,1994,Role-Playing,Square,0,0,0.11,0,0.11
10356,Jupiter Strike,PS,1994,Shooter,Acclaim Entertainment,0.06,0.04,0,0.01,0.11
10674,Crime Crackers,PS,1994,Role-Playing,Sony Computer Entertainment,0,0,0.09,0.01,0.1
11089,Clockwork Knight,SAT,1994,Platform,Sega,0,0,0.09,0,0.09
11283,Theme Park,SAT,1994,Simulation,Electronic Arts,0,0,0.08,0,0.08
11441,King's Field (Japan),PS,1994,Role-Playing,From Software,0,0,0.08,0.01,0.08
11543,Yuu Yuu Hakusho: Makyo Toitsusen,GEN,1994,Fighting,Sega,0,0,0.08,0,0.08
11642,Dragon Slayer: The Legend of Heroes,GEN,1994,Role-Playing,Sega,0,0,0.08,0,0.08
11672,Majin Tensei,SNES,1994,Role-Playing,Atlus,0,0,0.08,0,0.08
11740,Gale Racer,SAT,1994,Racing,Sega,0,0,0.07,0,0.07
11753,Formula One World Championship: Beyond the Limit,SCD,1994,Racing,Sega,0,0,0.07,0,0.07
11837,Derby Jockey: Kishou e no Michi,SNES,1994,Sports,Asmik Corp,0,0,0.07,0,0.07
11884,Kenyuu Densetsu Yaiba,SNES,1994,Action,Banpresto,0,0,0.07,0,0.07
12080,Motor Toon Grand Prix (Japan),PS,1994,Racing,Sony Computer Entertainment,0,0,0.06,0,0.07
12265,Discworld,PS,1994,Adventure,Psygnosis,0.04,0.02,0,0,0.06
12353,Robotica,SAT,1994,Shooter,Sega,0,0,0.06,0,0.06
12540,Worldwide Soccer,SAT,1994,Sports,Sega,0,0,0.06,0,0.06
12572,Record of Lodoss War: Eiyuu Sensou,SCD,1994,Role-Playing,Sega,0,0,0.06,0,0.06
12763,Myst,SAT,1994,Adventure,Sunsoft,0,0,0.06,0,0.06
12973,Game no Kanzume Vol 2,SCD,1994,Misc,Sega,0,0,0.05,0,0.05
13143,Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,SNES,1994,Misc,Vap,0,0,0.05,0,0.05
13245,Golden Axe: The Duel,SAT,1994,Fighting,Sega,0,0,0.05,0,0.05
13454,Game no Kanzume Vol 1,SCD,1994,Misc,Sega,0,0,0.04,0,0.05
13718,World Series Baseball,SAT,1994,Sports,Sega,0,0,0.04,0,0.04
13973,Galaxy Fight,SAT,1994,Fighting,Sunsoft,0,0,0.04,0,0.04
14036,J-League Pro Striker 2,GEN,1994,Sports,Sega,0,0,0.04,0,0.04
14095,Castlevania Bloodlines,GEN,1994,Platform,Konami Digital Entertainment,0,0,0.04,0,0.04
14221,First Queen: Ornic Senki,SNES,1994,Role-Playing,Culture Brain,0,0,0.03,0,0.03
14233,Gaia Saver Hero Saidai no Sakusen,SNES,1994,Role-Playing,Banpresto,0,0,0.03,0,0.03
14419,Puzzle & Action: Tant-R,GEN,1994,Misc,Sega,0,0,0.03,0,0.03
14664,Kidou Senshi V Gundam,SNES,1994,Action,Namco Bandai Games,0,0,0.03,0,0.03
14901,The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994,Action,Banpresto,0,0,0.03,0,0.03
14999,Bust-A-Move,3DO,1994,Puzzle,Micro Cabin,0,0,0.02,0,0.02
15258,Sugoi Hebereke,SNES,1994,Fighting,Sunsoft,0,0,0.02,0,0.02
15259,Pebble Beach Golf Links,SAT,1994,Sports,Sega,0,0,0.02,0,0.02
15690,World Class Rugby 2: Kokunai Gekitou Hen '93,SNES,1994,Sports,Misawa,0,0,0.02,0,0.02
16002,Mortal Kombat,PC,1994,Fighting,Acclaim Entertainment,0.01,0,0,0,0.01
188,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15
268,Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1.7,2.27,0,0.23,4.21
283,Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12
318,Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84
416,Tekken,PS,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
423,Killer Instinct,SNES,1995,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2
427,Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation,0,0,3.19,0,3.19
463,Rayman,PS,1995,Platform,Ubisoft,1.54,1.33,0,0.16,3.03
672,Kirby's Dream Land 2,GB,1995,Platform,Nintendo,0.69,0.14,1.48,0.05,2.36
690,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,0.28,0,2.02,0.01,2.31
890,Virtua Fighter 2,SAT,1995,Fighting,Sega,0.34,0.26,1.3,0.03,1.93
952,Air Combat,PS,1995,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83
1190,Twisted Metal,PS,1995,Action,Sony Computer Entertainment,1.32,0.19,0,0.05,1.56
1523,Romancing SaGa 3,SNES,1995,Role-Playing,SquareSoft,0,0,1.29,0.01,1.3
1556,Road Rash,PS,1995,Racing,Electronic Arts,0.71,0.48,0,0.08,1.27
1755,Sega Rally Championship,SAT,1995,Racing,Sega,0.21,0.16,0.77,0.02,1.16
1773,Derby Stallion III,SNES,1995,Sports,ASCII Entertainment,0,0,1.15,0,1.15
1842,Arc the Lad,PS,1995,Role-Playing,Sony Computer Entertainment,0,0,1.1,0.01,1.11
1936,Ridge Racer Revolution,PS,1995,Racing,Sony Computer Entertainment,0.17,0.12,0.71,0.07,1.07
2048,NBA Jam Tournament Edition,SNES,1995,Sports,Acclaim Entertainment,0.87,0.12,0,0.02,1.01
2070,Road & Track Presents: The Need for Speed,PS,1995,Racing,Electronic Arts,0.56,0.38,0,0.07,1
2304,Destruction Derby,PS,1995,Racing,Psygnosis,0.5,0.34,0,0.06,0.9
2355,Seiken Densetsu 3,SNES,1995,Role-Playing,SquareSoft,0,0,0.89,0,0.89
2378,Gex,PS,1995,Platform,Crystal Dynamics,0.49,0.33,0,0.06,0.87
2448,NFL GameDay,PS,1995,Sports,Sony Computer Entertainment,0.47,0.32,0,0.06,0.85
2696,Street Fighter Alpha: Warriors' Dreams,PS,1995,Fighting,Virgin Interactive,0.17,0.11,0.43,0.05,0.76
2889,Tactics Ogre: Let Us Cling Together,SNES,1995,Role-Playing,Quest,0,0,0.71,0,0.71
2892,Battle Arena Toshinden 2,PS,1995,Fighting,Sony Computer Entertainment,0.15,0.1,0.41,0.05,0.71
3239,Virtua Cop,SAT,1995,Shooter,Sega,0,0,0.62,0,0.62
3273,Mario's Picross,GB,1995,Puzzle,Nintendo,0,0,0.62,0,0.62
3354,Suikoden,PS,1995,Role-Playing,Konami Digital Entertainment,0.21,0.14,0.21,0.04,0.6
3374,Front Mission,SNES,1995,Strategy,SquareSoft,0,0,0.6,0,0.6
3445,Tokimeki Memorial: Forever with You,PS,1995,Simulation,Konami Digital Entertainment,0,0,0.55,0.04,0.58
3522,Beyond The Beyond,PS,1995,Role-Playing,Sony Computer Entertainment,0.11,0.08,0.35,0.04,0.57
3680,Mortal Kombat 3,PS,1995,Fighting,Sony Computer Entertainment,0.29,0.2,0.02,0.04,0.55
3987,Bases Loaded '96: Double Header,PS,1995,Sports,Jaleco,0.28,0.19,0,0.03,0.5
4076,SimCity 2000,SNES,1995,Simulation,THQ,0,0,0.49,0,0.49
4162,Super Puyo Puyo 2,SNES,1995,Puzzle,Compile,0,0,0.47,0,0.47
4167,WipEout,PS,1995,Action,Psygnosis,0.26,0.18,0,0.03,0.47
4207,Super Momotarou Dentetsu DX,SNES,1995,Misc,Hudson Soft,0,0,0.47,0,0.47
4305,Warhawk,PS,1995,Simulation,Sony Computer Entertainment,0.25,0.17,0,0.03,0.46
4324,J-League Excite Stage '95,SNES,1995,Sports,Epoch,0,0,0.45,0,0.45
4375,Persona,PS,1995,Role-Playing,Atlus,0,0,0.42,0.03,0.45
4381,Mobile Suit Gundam,PS,1995,Action,Namco Bandai Games,0,0,0.42,0.03,0.45
4636,Super Famista 4,SNES,1995,Sports,Namco Bandai Games,0,0,0.42,0,0.42
4672,Cyber Troopers Virtual-On,SAT,1995,Fighting,Sega,0,0,0.42,0,0.42
4701,Mobile Suit Gundam,SAT,1995,Action,Namco Bandai Games,0,0,0.41,0,0.41
4767,Mario no Super Picross,SNES,1995,Puzzle,Nintendo,0,0,0.41,0,0.41
4823,Fighting Vipers,SAT,1995,Fighting,Sega,0,0,0.4,0,0.4
4857,Mystery Dungeon: Shiren the Wanderer,SNES,1995,Role-Playing,ChunSoft,0,0,0.4,0,0.4
4876,Tales of Phantasia,SNES,1995,Role-Playing,Namco Bandai Games,0,0,0.4,0,0.4
5011,Shin Megami Tensei: Devil Summoner,SAT,1995,Role-Playing,Atlus,0,0,0.38,0,0.38
5050,Dai-4-Ji Super Robot Taisen,SNES,1995,Strategy,Banpresto,0,0,0.38,0,0.38
5118,Panzer Dragoon,SAT,1995,Shooter,Sega,0,0,0.37,0,0.37
5247,Boxer's Road,PS,1995,Fighting,New,0,0,0.33,0.02,0.36
5291,Mega Man X3,SNES,1995,Action,Laguna,0.04,0.01,0.3,0,0.35
5374,Iron Storm,SAT,1995,Shooter,Sega,0,0,0.34,0,0.34
5395,Night Warriors: Darkstalkers' Revenge,SAT,1995,Fighting,Virgin Interactive,0,0,0.34,0,0.34
5571,Shin Nippon Pro Wrestling: Toukon Retsuden,PS,1995,Fighting,Tomy Corporation,0,0,0.3,0.02,0.33
5634,Kirby's Block Ball,GB,1995,Puzzle,Nintendo,0,0,0.32,0,0.32
5642,Extreme Pinball,PS,1995,Misc,Electronic Arts,0.18,0.12,0,0.02,0.32
5647,Street Fighter Alpha 2,SAT,1995,Fighting,Virgin Interactive,0,0,0.32,0,0.32
5709,NBA ShootOut,PS,1995,Sports,Sony Computer Entertainment,0.17,0.12,0,0.02,0.31
5716,Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,SNES,1995,Platform,Konami Digital Entertainment,0,0,0.31,0,0.31
5747,Panzer Dragoon II Zwei,SAT,1995,Shooter,Sega,0,0,0.31,0,0.31
5830,Gameboy Gallery,GB,1995,Misc,Nintendo,0,0,0.3,0,0.3
5844,Jumping Flash!,PS,1995,Platform,Sony Computer Entertainment,0.05,0.03,0.21,0.02,0.3
5856,Blazing Heroes,SAT,1995,Role-Playing,Sega,0,0,0.3,0,0.3
5910,Winning Post 2,SNES,1995,Sports,Tecmo Koei,0,0,0.3,0,0.3
5922,Far East of Eden Zero,SNES,1995,Role-Playing,Hudson Soft,0,0,0.3,0,0.3
5974,Guardian Heroes,SAT,1995,Role-Playing,Sega,0,0,0.29,0,0.29
6117,Super Fire ProWrestling X,SNES,1995,Fighting,Human Entertainment,0,0,0.28,0,0.28
6141,The King of Fighters '95,SAT,1995,Fighting,SNK Playmore,0,0,0.28,0,0.28
6194,Mega Man 7,SNES,1995,Platform,Laguna,0.03,0.01,0.23,0.01,0.28
6198,NBA In The Zone,PS,1995,Sports,Konami Digital Entertainment,0.16,0.11,0,0.02,0.28
6262,Nichibutsu Arcade Classics,SNES,1995,Misc,Nichibutsu,0,0,0.28,0,0.28
6365,Jikkyou Powerful Pro Yakyuu 2,SNES,1995,Sports,Konami Digital Entertainment,0,0,0.27,0,0.27
6401,Final Doom,PS,1995,Shooter,GT Interactive,0.15,0.1,0,0.02,0.27
6415,Super Nazo Puyo: Ruruu no Ruu,SNES,1995,Puzzle,Banpresto,0,0,0.27,0,0.27
6716,NBA Jam Tournament Edition,PS,1995,Sports,Acclaim Entertainment,0.14,0.09,0,0.02,0.25
6786,Panzer General,PS,1995,Strategy,Mindscape,0.14,0.09,0,0.02,0.24
6805,Namco Tennis Smash Court,PS,1995,Sports,Sony Computer Entertainment,0,0,0.23,0.02,0.24
6924,PGA Tour 96,PS,1995,Sports,Electronic Arts,0.13,0.09,0,0.02,0.24
7023,Virtua Fighter Kids,SAT,1995,Fighting,Sega,0,0,0.23,0,0.23
7104,The Raiden Project,PS,1995,Shooter,Ocean,0.06,0.04,0.12,0.01,0.23
7296,Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,1995,Sports,Sega,0,0,0.22,0,0.22
7387,Dragon Ball Z Hyper Dimension,SNES,1995,Fighting,Namco Bandai Games,0,0,0.21,0,0.21
7466,X-Men: Children of the Atom,SAT,1995,Fighting,Acclaim Entertainment,0,0,0.21,0,0.21
7500,The King of Fighters '95,NG,1995,Fighting,SNK,0,0,0.2,0,0.2
7514,SD Gundam GNext,SNES,1995,Strategy,Namco Bandai Games,0,0,0.2,0,0.2
7683,Bust-A-Move 2 Arcade Edition,PS,1995,Puzzle,Acclaim Entertainment,0.11,0.07,0,0.01,0.2
7839,GunGriffon,SAT,1995,Simulation,Sega,0,0,0.19,0,0.19
7922,College Slam,PS,1995,Sports,Acclaim Entertainment,0.1,0.07,0,0.01,0.19
